Inventario por desempeño
Fecha Generación:;22/04/2024 13:08

Filtros Aplicados
Rubro;rubro,rubro,rubro
Familia;familia,familia,familia,familia

Partida Parcial;Producto;Nro. Inventario;Rótulo;Evaluación;Nro. Serie;Dirección;Desempeño
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042992;PGN042992;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042993;PGN042993;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042994;PGN042994;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042995;PGN042995;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042996;PGN042996;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042997;PGN042997;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042998;PGN042998;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042999;PGN042999;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN043000;PGN043000;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064388;PGN064388;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064389;PGN064389;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064390;PGN064390;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064391;PGN064391;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064392;PGN064392;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064393;PGN064393;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064394;PGN064394;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064395;PGN064395;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064396;PGN064396;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064397;PGN064397;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064406;PGN064406;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064407;PGN064407;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN064408;PGN064408;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042927;PGN042927;Rezago;;INDEPENDENCIA 1140 - San Salvador de Jujuy - Jujuy;AM52 - Unidad Fiscal Jujuy
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042966;Z0022203;Rezago;;MONSEÃ‘OR ZASPE 3277 - Santa Fe - Santa Fe;AL24 - Fiscalía Federal Nº 1 de Santa Fe
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042967;PGN042967;Rezago;;;
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042957;Z0018673;Rezago;;;
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO;PGN042951;PGN042951;Rezago;;CABRERA 887 - Rio Cuarto - Córdoba;AC26 - Fiscalía Federal de Río Cuarto
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO HP PROLINE ML 350;PGN025503;Z0039532;;USM62805S4;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO HP PROLINE ML 350;PGN025504;A10-0006056;Dif Migración 2016;2UX64701TA;AVENIDA DE MAYO 760 - CABA - CABA;316 - SGA - Dirección de Logística y Gestión Edilicia - Suministros
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO IBM 3BX;PGN025501;Z0039600;;KP - WN538;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO XSERIES 206;PGN025500;Z0002072;;USM6360527;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE DOMINIO Y ARCHIVO XSERIES 206;PGN025502;Z0039601;;KQRCF58;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL;PGN117178;Z0061948;Rezago;8PM2ZH1;;
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL PE2950, 4MB/3GHZ 1333 DISCO 6 DE 146GB SAS 3 5IN 15K PE;PGN082970;PGN082970;No Encontrado;;AVENIDA DE MAYO 760 - CABA - CABA;256 - SGA - Dirección de Gestión y Administración Financiera - Patrimonio
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL PE2950, 4MB/3GHZ 1333 DISCO 6 DE 146GB SAS 3 5IN 15K PE;PGN082969;PGN082969;Rezago;F93X0C1;;
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143987;PGN143987;;1CXK9Z2;ALBERDI 96 - Bell Ville - Córdoba;AC25 - Fiscalía Federal de Bell Ville
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143988;PGN143988;;1CXH9Z2;CHICLANA 408 - Bahía Blanca - Buenos Aires;AA11 - Fiscalía ante el Tribunal Oral en lo Criminal Federal de Bahía Blanca
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143989;PGN143989;;1CRH9Z2;ALSINA 317 - Bahía Blanca - Buenos Aires;AA22 - Fiscalía Federal Nº 1 de Bahía Blanca
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143990;PGN143990;;1CQH9Z2;BARTOLOME MITRE 60 - Bahía Blanca - Buenos Aires;AA01 - Fiscalía General ante la Cámara Federal de Apelaciones de Bahía Blanca
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143991;PGN143991;;1CXJ9Z2;PRIMERA JUNTA 2687 - Santa Fe - Santa Fe;AL13 - Fiscalía ante el Tribunal Oral en lo Criminal Federal de Santa Fe
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143992;PGN143992;;1CWJ9Z2;CALLE 8 925 - La Plata - Buenos Aires;AF01 - Fiscalía General ante la Cámara Federal de Apelaciones de La Plata
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143993;PGN143993;;1CVJ9Z2;ENTRE RIOS 738 - Rosario - Santa Fe;AL22 - Fiscalía Federal Nº 2 de Rosario
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143994;PGN143994;;1CRJ9Z2;MORENO 3560 - San Martín - Buenos Aires;AN13 - Fiscalía Nº 3 ante los Tribunales Orales en lo Criminal Federal de San Martín
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143995;PGN143995;;1CTJ9Z2;SAN MARTIN 631 - Oberá - Misiones;AJ24 - Fiscalía Federal de Oberá
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143996;PGN143996;;1CQJ9Z2;INTENDENTE BALLESTER 3853 - San Martín - Buenos Aires;AN15 - Fiscalía Nº 5 ante los Tribunales Orales en lo Criminal Federal de San Martín
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143997;PGN143997;;1CYJ9Z2;CORDOBA 223 - Paraná - Entre Ríos;9115 - Oficina de Derechos Humanos de Paraná
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143998;PGN143998;;1CSJ9Z2;GENERAL JUSTO JOSE DE URQUIZA 872 - Paraná - Entre Ríos;AI11 - Fiscalía ante el Tribunal Oral en lo Criminal Federal de Paraná
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN143999;PGN143999;;1CPK9Z2;AVENIDA AMEGHINO 1441 - Esquel - Chubut;AB28 - Fiscalía Federal de Esquel
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144000;PGN144000;;1CRK9Z2;CUYO 31 - Eldorado - Misiones;AJ23 - Fiscalía Federal de Eldorado
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144001;PGN144001;;1CVH9Z2;AVENIDA ESPAÑA 483 - Mendoza - Mendoza;AH01 - Fiscalía General ante la Cámara Federal de Apelaciones de Mendoza
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144002;PGN144002;;1CSH9Z2;CALLE 62 2655 - Necochea - Buenos Aires;AG26 - Fiscalía Federal de Necochea
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144003;PGN144003;;1CZH9Z2;MALVINAS ARGENTINAS 184 - Junin - Buenos Aires;AF27 - Fiscalía Federal de Junín
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144004;PGN144004;;1CTK9Z2;SAN MARTIN 189 - Viedma - Río Negro;AE22 - Fiscalía Federal de Viedma
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144005;PGN144005;;1CVK9Z2;AVENIDA SAN MARTIN 261 - Rio Grande - Tierra Del Fuego;AB23 - Fiscalía Federal de Río Grande
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144007;PGN144007;;1CPJ9Z2;INDEPENDENCIA 1140 - San Salvador de Jujuy - Jujuy;AM52 - Unidad Fiscal Jujuy
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144008;PGN144008;;1CWH9Z2;25 DE MAYO 427 - Comodoro Rivadavia - Chubut;AB01 - Fiscalía General ante la Cámara Federal de Apelaciones de Comodoro Rivadavia
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144009;PGN144009;;1CYH9Z2;CALLE DE LOS CIENTO OCHO 823 - Paso de los Libres - Corrientes;AD12 - Fiscalía Federal de Paso de los Libres
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144010;PGN144010;;1CYK9Z2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144011;PGN144011;;1CQK9Z2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144012;PGN144012;;1CVK9Z2;LAS PIEDRAS 418 - San Miguel de Tucumán - Tucumán;AO01 - Fiscalía General ante la Cámara Federal de Apelaciones de Tucumán
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144013;PGN144013;;1CTH9Z2;RIVADAVIA 22 - Caleta Olivia - Santa Cruz;AB27 - Fiscalía Federal de Caleta Olivia
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL POWEREDGE R240;PGN144006;PGN144006;;1CSK9Z2;MIGUEL CALIXTO CORRO 317 - Córdoba - Córdoba;AC01 - Fiscalía General ante la Cámara Federal de Apelaciones de Córdoba
4.3.6 - Equipo para Computación                           ;SERVIDOR DELL PV124T 2U LTO-2L 200/400GB-R;PGN082971;PGN082971;No Encontrado;;AVENIDA DE MAYO 760 - CABA - CABA;256 - SGA - Dirección de Gestión y Administración Financiera - Patrimonio
4.3.6 - Equipo para Computación                           ;SERVIDOR DE RED 256 MB;PGN058681;PGN058681;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE RED 256 MB;PGN058682;PGN058682;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE RED 256 MB;PGN058683;PGN058683;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR DE RED 512 MB;PGN058684;PGN058684;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML110 PROLIAN DE DOMINIO Y ARCHIVO;PGN025499;A10-0006819;;BRC650N0R8;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML110 PROLIAN DE DOMINIO Y ARCHIVO;PGN064403;PGN064403;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML110 PROLIAN DE DOMINIO Y ARCHIVO;PGN064404;PGN064404;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML110 PROLIAN DE DOMINIO Y ARCHIVO;PGN064405;PGN064405;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML350 INTEL XEON - DOBLE NUCLEO;PGN064400;PGN064400;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML350 INTEL XEON - DOBLE NUCLEO;PGN064401;PGN064401;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP ML350 INTEL XEON - DOBLE NUCLEO;PGN064402;PGN064402;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP WORKSTATION Z400 PIN NZ962LA;PGN036061;PGN036061;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP WORKSTATION Z400 PIN NZ962LA;PGN036062;PGN036062;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP WORKSTATION Z400 PIN NZ962LA;PGN036063;PGN036063;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP WORKSTATION Z400 PIN NZ962LA;PGN036064;PGN036064;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR HP WORKSTATION Z400 PIN NZ962LA;PGN036065;PGN036065;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN025321;PGN025321;;17233RX;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN025323;PGN025323;;17233RX;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN025325;PGN025325;;17233RX;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN025328;PGN025328;;17233RX;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN00170473;PGN00170473;Rezago;KQRCL19;INDEPENDENCIA 1140 - San Salvador de Jujuy - Jujuy;AM52 - Unidad Fiscal Jujuy
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN144214;Z0017731;Rezago;KQRCF60;;
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN144215;Z0015601;Rezago;;;
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN00172774;Z0012982;Desuso;KQRCL48;MIGUEL CALIXTO CORRO 317 - Córdoba - Córdoba;AC23 - Fiscalía Federal Nº 2 de Córdoba
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM;PGN00175344;Z0031691;;;MORENO 3560 - San Martín - Buenos Aires;AN14 - Fiscalía Nº 4 ante los Tribunales Orales en lo Criminal Federal de San Martín
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM MODELO X3550 M4 / 1X8GB/ 2.0GHz/1333MHz/15MB;PGN089113;PGN089113;No Encontrado;;AVENIDA DE MAYO 760 - CABA - CABA;256 - SGA - Dirección de Gestión y Administración Financiera - Patrimonio
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM x 3650 M4;PGN100434;PGN100434;;E297536;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM XSERIES 326;PGN048852;PGN048852;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM XSERIES 326;PGN048853;PGN048853;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR IBM XSERIES 326;PGN048854;PGN048854;;?;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR LENOVO SR630;PGN00167646;PGN00167646;;;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR LENOVO SR630;PGN00167647;PGN00167647;;;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR LENOVO SR630;PGN00167648;PGN00167648;;;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR POTENCIADOPOWER EDGE R720;PGN077928;PGN077928;;1YC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POTENCIADOPOWER EDGE R720;PGN077929;PGN077929;;4YC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POTENCIADOPOWER EDGE R720;PGN077930;PGN077930;;JXC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POTENCIADOPOWER EDGE R720;PGN077931;PGN077931;;2YC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POTENCIADOPOWER EDGE R720;PGN077932;PGN077932;;3YC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077918;PGN077918;;GXC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077919;PGN077919;;7XC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077920;PGN077920;;6XC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077921;PGN077921;;FXC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077922;PGN077922;;BXC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077923;PGN077923;;DXC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077925;PGN077925;;8XC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077926;PGN077926;;HXC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077927;PGN077927;;9XC04W1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR POWER EDGE R720;PGN077924;PGN077924;Rezago;CXC04W1;;
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119657;PGN119657;;9C24DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119658;PGN119658;;9C19DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119659;PGN119659;;9C07DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119660;PGN119660;;9C18DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119661;PGN119661;;9C25DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119662;PGN119662;;9C06DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119663;PGN119663;;9C08DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119664;PGN119664;;9C09DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
