Inventario por desempeño
Fecha Generación:;22/04/2024 13:08

Filtros Aplicados
Rubro;rubro,rubro,rubro
Familia;familia,familia,familia,familia

Partida Parcial;Producto;Nro. Inventario;Rótulo;Evaluación;Nro. Serie;Dirección;Desempeño
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119665;PGN119665;;9BZ7DH2;AVENIDA DE LOS INMIGRANTES 1950 - CABA - CABA;K201 - Fiscalía Nacional en lo Penal Económico Nº 1
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119666;PGN119666;;9BY3DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119667;PGN119667;;9C16DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119668;PGN119668;;9BZ6DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119669;PGN119669;;9BW5DH2;LAVALLE 1268 - CABA - CABA;F001 - Fiscalía General Nº 1 ante la Cámara Federal de Apelaciones de la Seguridad Social
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119670;PGN119670;;9C38DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119671;PGN119671;;9C14DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119672;PGN119672;;9BY7DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119673;PGN119673;;9BX7DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119674;PGN119674;;9C17DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119675;PGN119675;;9C39DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119676;PGN119676;;9BW6DH2;AVENIDA ROQUE SAENZ PEÑA 1190 - CABA - CABA;P206 - Fiscalía N° 6 ante los Tribunales Orales en lo Criminal y Correccional
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119677;PGN119677;;9BW5DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119678;PGN119678;;9BZ4DH2;LAVALLE 1171 - CABA - CABA;Y255 - Fiscalía Nacional en lo Criminal y Correccional N° 55
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119679;PGN119679;;9C27DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119680;PGN119680;;9C45DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119681;PGN119681;;9BZ5DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119682;PGN119682;;9BZ3DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119683;PGN119683;;9BW9DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119684;PGN119684;;9BX3DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119685;PGN119685;;9BX9DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119686;PGN119686;;9BY8DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119687;PGN119687;;9BW3DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119688;PGN119688;;9C44DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119689;PGN119689;;9C29DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119690;PGN119690;;9BX6DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119691;PGN119691;;9BX8DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119692;PGN119692;;9BX5DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119693;PGN119693;;9C28DH2;PARAGUAY 1536 - CABA - CABA;Y216 - Fiscalía Nacional en lo Criminal y Correccional N° 16
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119694;PGN119694;;9BX4DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119695;PGN119695;;9BW8DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119696;PGN119696;;9BW7DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119697;PGN119697;;9BV9DH2;25 DE MAYO 179 - CABA - CABA;G203 - Fiscalía Nacional del Trabajo Nº 3
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119698;PGN119698;;9BY4DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119699;PGN119699;;9BY6DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119700;PGN119700;;9c26dh2;TUCUMAN 1393 - CABA - CABA;E203 - Fiscalía en lo Civil y Comercial Nº 3
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL MOD. POWEREDGE R730;PGN119701;PGN119701;;9BW4DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150721;PGN150721;;77N5G73;BELGRANO 3910 - San Martín - Buenos Aires;AN23 - Fiscalía Federal Nº 1 en lo Civil y Comercial y en lo Contencioso Administrativo de San Martín
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150722;PGN150722;;77M2G73;AVENIDA MAIPU 727 - Ushuaia - Tierra Del Fuego;AB24 - Fiscalía Federal de Ushuaia
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150723;PGN150723;;77N7G73;AVENIDA INDEPENDENCIA 3179 - Mar del Plata - Buenos Aires;AG01 - Fiscalía General ante la Cámara Federal de Apelaciones de Mar del Plata
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150724;PGN150724;;77M1G73;LA RIOJA 632 - Corrientes - Corrientes;AD11 - Fiscalía Federal Nº 1 de Corrientes
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150725;PGN150725;;77N8G73;25 DE MAYO 256 - Paraná - Entre Ríos;AI01 - Fiscalía General ante la Cámara Federal de Apelaciones Paraná
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150726;PGN150726;;77M3G73;SAN MARTIN 1158 - Reconquista - Santa Fe;AK24 - Fiscalía Federal de Reconquista
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150727;PGN150727;;77N6G73;AVENIDA BELGRANO NORTE 525 - Santiago del Estero - Santiago Del Estero;AO24 - Fiscalía Federal N° 1 de Santiago del Estero
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150728;PGN150728;;77M0G73;AVENIDA RIVADAVIA 622 - Roque Saenz Peña - Chaco;AK25 - Fiscalía Federal de Roque Sáenz Peña
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150729;PGN150729;;77NZF73;SAN MARTIN 78 - San Nicolás - Buenos Aires;AL26 - Fiscalía Federal de San Nicolás
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150730;PGN150730;;77M4G73;ENTRE RIOS 738 - Rosario - Santa Fe;AL21 - Fiscalía Federal Nº 1 de Rosario
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150731;PGN150731;;77M5G73;CORONEL LORENZO BARCALA 137 - San Rafael - Mendoza;AH24 - Fiscalía Federal de San Rafael
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150732;PGN150732;;77N3G73;AVENIDA PRESIDENTE ILLIA 413 - San Luis - San Luis;AH21 - Fiscalía ante el Tribunal Oral en lo Criminal Federal de San Luis
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150733;PGN150733;;77MZF73;BOULEVARD HIPOLITO YRIGOYEN 316 - Rafaela - Santa Fe;AL27 - Fiscalía Federal de Rafaela
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150735;PGN150735;;77M8G73;AVENIDA BELGRANO 151 - Resistencia - Chaco;AK21 - Fiscalía Federal de Resistencia
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150736;PGN150736;;77N0G73;TUCUMAN 2209 - San Martín - Buenos Aires;AN01 - Fiscalía General ante la Cámara Federal de Apelaciones de San Martín
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150737;PGN150737;;77M6G73;MITRE 839 - Formosa - Formosa;AK22 - Fiscalía Federal Nº 1 de Formosa
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150738;PGN150738;;77N2G73;AVENIDA BARTOLOME MITRE 515 - Azul - Buenos Aires;AG24 - Fiscalía Federal Nº 1 de Azul
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150739;PGN150739;;77M7G73;ENTRE RIOS SUR 544 - San Juan - San Juan;AH27 - Fiscalía Federal de San Juan
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150740;PGN150740;;77N4G73;CALLE 6 822 - La Plata - Buenos Aires;AF22 - Fiscalía Federal Nº 2 de La Plata
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150741;PGN150741;;77L6G73;ESPAÑA 1735 - General Roca - Río Negro;AE01 - Fiscalía General ante la Cámara Federal de Apelaciones de General Roca
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150742;PGN150742;;77LZF73;MENDOZA 145 - Neuquen - Neuquen;AE12 - Fiscalía ante el Tribunal Oral en lo Criminal Federal de Neuquén
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150743;PGN150743;;77L8G73;EGUES 663 - Oran - Salta;AM53 - Sede Fiscal Descentralizada San Ramón de la Nueva Orán
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150745;PGN150745;;77L5G73;ENTRE RIOS 2153 - Posadas - Misiones;AJ02 - Fiscalía General en lo Penal ante la Cámara Federal de Apelaciones de Posadas
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150734;PGN150734;Reasignación;77N1G73;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00156532;PGN00156532;;2XPBRJ3;AVENIDA SAN MARTIN 261 - Rio Grande - Tierra Del Fuego;AB23 - Fiscalía Federal de Río Grande
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00156533;PGN00156533;;GXPBRJ3;ENTRE RIOS 54 - Rio Gallegos - Santa Cruz;AB22 - Fiscalía Federal de Río Gallegos
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00159796;PGN00159796;;9ZCDLM3;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00159797;PGN00159797;;BZCDLM3;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00159798;PGN00159798;;8ZCDLM3;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN150744;PGN150744;;77L7G73;MIGUEL CALIXTO CORRO 317 - Córdoba - Córdoba;AC01 - Fiscalía General ante la Cámara Federal de Apelaciones de Córdoba
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00156531;PGN00156531;;5XPBRJ3;AVENIDA BELGRANO 909 - CABA - CABA;916 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías -Dirección  de Infraestructura
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00156530;PGN00156530;;9XPBRJ3;TENIENTE GENERAL JUAN DOMINGO PERON 949 - CABA - CABA;9200 - PROCELAC (Procuraduría de Criminalidad Económica y Lavado de Activos)
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00156528;PGN00156528;;8XPBRJ3;9 DE JULIO 516 - Villa María - Córdoba;AC28 - Fiscalía Federal de Villa María
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE DELL POWER EDGE R240;PGN00156535;PGN00156535;;7XPBRJ3;AVENIDA ESPAÑA 483 - Mendoza - Mendoza;AH01 - Fiscalía General ante la Cámara Federal de Apelaciones de Mendoza
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120074;PGN120074;;;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120075;PGN120075;;9C35DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120076;PGN120076;;9C34DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120077;PGN120077;;9BY9DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120078;PGN120078;;9C04DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120079;PGN120079;;9BZ9DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120080;PGN120080;;9C15DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120081;PGN120081;;9C37DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120082;PGN120082;;9BZ8DH2;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE MARCA DELL MOD. POWEREDGE R730;PGN120083;PGN120083;;9C36DH2;CERRITO 268 - CABA - CABA;Y256 - Fiscalía Nacional en lo Criminal y Correccional N° 56
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051599;A10-0006117;;BYRB8P1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051600;A10-0006118;;BLKQPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051601;A10-0006119;;HKTD8P1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051602;A10-0006120;;BLKSPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051603;A10-0006123;;BLRSPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051604;A10-0009890;;BLMSPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051605;A10-0009891;;BLTQTPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051606;A10-0007119;;BLMQPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051607;A10-0007118;;BLPQPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051608;A10-0007117;;BLSQPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051609;A10-0007116;;BLSSPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051610;A10-0007109;;BLLRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051611;A10-0007108;;BLPRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053754;A10-0006284;;BLRRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053755;A10-0006285;;BLMRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053756;A10-0006286;;BLQSPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053757;A10-0007126;;BLPSPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053758;A10-0007127;;BLSRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053759;A10-0007128;;BLQQPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053760;A10-0007129;;BLNRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN053869;PGN053869;;BLKRPN1;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE PARA FILE SERVER POWER EDGE R710;PGN051598;A10-0006116;Rezago;BLNQPN1;;
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE  PARA FILE SERVERS;PGN084954;PGN084954;;USE346LDKK;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE  PARA FILE SERVERS;PGN084955;PGN084955;;USE346LDJB;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE  PARA FILE SERVERS;PGN084956;PGN084956;;USE346LDK9;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE  PARA FILE SERVERS;PGN084957;PGN084957;;USE346LDJ6;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
4.3.6 - Equipo para Computación                           ;SERVIDOR RACKEABLE  PARA FILE SERVERS;PGN084958;PGN084958;;USE346LDJE;AVENIDA BELGRANO 909 - CABA - CABA;901 - Dirección General de Desarrollo Organizacional y Nuevas Tecnologías
